app_key,app_display,surface_type,surface_name,file_path,function_name,function_kind,start_line,end_line,line_count,cyclomatic,loop_count,max_loop_depth,time_complexity,space_complexity,risk_level,risk_score,patterns,bound_controls,suggestions
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(budget)/_layout.tsx,BudgetLayout,function_declaration,6,92,87,1,0,0,O(1) (estimated),O(n) (estimated),low,3.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(budget)/_layout.tsx,headerLeft,arrow_function,21,21,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(car)/_layout.tsx,CarLayout,function_declaration,6,26,21,1,0,0,O(1) (estimated),O(n) (estimated),low,2.35,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(car)/_layout.tsx,headerLeft,arrow_function,21,21,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(fast)/_layout.tsx,TabIcon,function_declaration,8,10,3,2,0,0,O(1) (estimated),O(n) (estimated),low,2.7,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(fast)/_layout.tsx,FastLayout,function_declaration,12,65,54,1,0,0,O(1) (estimated),O(n) (estimated),low,3.15,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(fast)/_layout.tsx,headerLeft,arrow_function,32,32,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(fast)/_layout.tsx,tabBarIcon,arrow_function,39,39,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(fast)/_layout.tsx,tabBarIcon,arrow_function,46,46,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(fast)/_layout.tsx,tabBarIcon,arrow_function,53,53,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(fast)/_layout.tsx,tabBarIcon,arrow_function,60,60,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(habits)/_layout.tsx,HabitsLayout,function_declaration,6,26,21,1,0,0,O(1) (estimated),O(n) (estimated),low,2.35,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(habits)/_layout.tsx,headerLeft,arrow_function,21,21,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(homes)/_layout.tsx,HomesLayout,function_declaration,6,26,21,1,0,0,O(1) (estimated),O(n) (estimated),low,2.35,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(homes)/_layout.tsx,headerLeft,arrow_function,21,21,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(hub)/_layout.tsx,HubLayout,function_declaration,12,68,57,1,0,0,O(1) (estimated),O(n) (estimated),low,3.15,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(hub)/_layout.tsx,tabBarIcon,arrow_function,29,31,3,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(hub)/_layout.tsx,tabBarIcon,arrow_function,38,40,3,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(hub)/_layout.tsx,tabBarIcon,arrow_function,47,49,3,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(hub)/_layout.tsx,TabIcon,function_declaration,71,78,8,2,0,0,O(1) (estimated),O(n) (estimated),low,2.7,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(meds)/_layout.tsx,MedsLayout,function_declaration,6,26,21,1,0,0,O(1) (estimated),O(n) (estimated),low,2.35,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(meds)/_layout.tsx,headerLeft,arrow_function,21,21,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(recipes)/_layout.tsx,RecipesLayout,function_declaration,6,26,21,1,0,0,O(1) (estimated),O(n) (estimated),low,2.35,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(recipes)/_layout.tsx,headerLeft,arrow_function,21,21,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(rsvp)/_layout.tsx,RsvpLayout,function_declaration,6,26,21,1,0,0,O(1) (estimated),O(n) (estimated),low,2.35,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(rsvp)/_layout.tsx,headerLeft,arrow_function,21,21,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(surf)/_layout.tsx,TabIcon,function_declaration,8,14,7,2,0,0,O(1) (estimated),O(n) (estimated),low,2.7,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(surf)/_layout.tsx,SurfLayout,function_declaration,16,77,62,1,0,0,O(1) (estimated),O(n) (estimated),low,3.15,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(surf)/_layout.tsx,headerLeft,arrow_function,36,36,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(surf)/_layout.tsx,tabBarIcon,arrow_function,43,43,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(surf)/_layout.tsx,tabBarIcon,arrow_function,50,50,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(surf)/_layout.tsx,tabBarIcon,arrow_function,57,57,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(surf)/_layout.tsx,tabBarIcon,arrow_function,64,64,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(surf)/_layout.tsx,tabBarIcon,arrow_function,71,71,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(words)/_layout.tsx,WordsLayout,function_declaration,6,26,21,1,0,0,O(1) (estimated),O(n) (estimated),low,2.35,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(words)/_layout.tsx,headerLeft,arrow_function,21,21,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(workouts)/_layout.tsx,WorkoutsLayout,function_declaration,6,32,27,1,0,0,O(1) (estimated),O(n) (estimated),low,2.35,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,_layout,apps/mobile/app/(workouts)/_layout.tsx,headerLeft,arrow_function,21,21,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,[id],apps/mobile/app/(books)/book/[id].tsx,parseAuthors,function_declaration,50,52,3,2,0,0,O(1) (estimated),O(n) (estimated),low,2.7,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,[id],apps/mobile/app/(books)/book/[id].tsx,parsePayloadJson,function_declaration,54,63,10,4,0,0,O(1) (estimated),O(1) (estimated),low,2.9,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,[id],apps/mobile/app/(books)/book/[id].tsx,toDisplayDate,function_declaration,65,69,5,2,0,0,O(1) (estimated),O(1) (estimated),low,2.2,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,[id],apps/mobile/app/(books)/book/[id].tsx,createLocalId,function_declaration,71,73,3,1,0,0,O(1) (estimated),O(n) (estimated),low,2.35,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,[id],apps/mobile/app/(books)/book/[id].tsx,parseOptionalString,function_declaration,75,77,3,3,0,0,O(1) (estimated),O(1) (estimated),low,2.55,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,[id],apps/mobile/app/(books)/book/[id].tsx,normalizeInvite,function_declaration,79,103,25,15,0,0,O(1) (estimated),O(n) (estimated),low,7.25,,,Split this function into smaller pure helpers and add guard clauses.
apps/mobile,MyLife Hub Mobile,file,[id],apps/mobile/app/(books)/book/[id].tsx,normalizeFriend,function_declaration,105,128,24,16,0,0,O(1) (estimated),O(n) (estimated),low,7.6,,,Split this function into smaller pure helpers and add guard clauses.
apps/mobile,MyLife Hub Mobile,file,[id],apps/mobile/app/(books)/book/[id].tsx,normalizeShareEvent,function_declaration,130,162,33,16,0,0,O(1) (estimated),O(n) (estimated),low,7.6,,,Split this function into smaller pure helpers and add guard clauses.
apps/mobile,MyLife Hub Mobile,file,[id],apps/mobile/app/(books)/book/[id].tsx,BookDetailScreen,function_declaration,164,1180,1017,23,0,1,O(n) (estimated),O(n) (estimated),critical,16.55,,,Split this function into smaller pure helpers and add guard clauses.
apps/mobile,MyLife Hub Mobile,file,[id],apps/mobile/app/(books)/book/[id].tsx,inline_L204,arrow_function,204,214,11,3,0,0,O(1) (estimated),O(1) (estimated),low,2.55,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,[id],apps/mobile/app/(books)/book/[id].tsx,inline_L216,arrow_function,216,254,39,6,0,0,O(1) (estimated),O(n) (estimated),low,4.1,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,[id],apps/mobile/app/(books)/book/[id].tsx,fallback,arrow_function,239,239,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,[id],apps/mobile/app/(books)/book/[id].tsx,inline_L256,arrow_function,256,388,133,22,0,1,O(n) (estimated),O(n) (estimated),critical,16.2,,,Split this function into smaller pure helpers and add guard clauses.
apps/mobile,MyLife Hub Mobile,file,[id],apps/mobile/app/(books)/book/[id].tsx,fallback,arrow_function,282,285,4,1,0,0,O(1) (estimated),O(n) (estimated),low,2.35,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,[id],apps/mobile/app/(books)/book/[id].tsx,fallback,arrow_function,294,296,3,1,0,0,O(1) (estimated),O(n) (estimated),low,2.35,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,[id],apps/mobile/app/(books)/book/[id].tsx,fallback,arrow_function,308,314,7,1,0,0,O(1) (estimated),O(n) (estimated),low,2.35,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,[id],apps/mobile/app/(books)/book/[id].tsx,inline_L354,arrow_function,354,354,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,[id],apps/mobile/app/(books)/book/[id].tsx,inline_L355,arrow_function,355,355,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,[id],apps/mobile/app/(books)/book/[id].tsx,inline_L359,arrow_function,359,359,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,[id],apps/mobile/app/(books)/book/[id].tsx,inline_L360,arrow_function,360,360,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,[id],apps/mobile/app/(books)/book/[id].tsx,inline_L363,arrow_function,363,363,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,[id],apps/mobile/app/(books)/book/[id].tsx,inline_L364,arrow_function,364,364,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,[id],apps/mobile/app/(books)/book/[id].tsx,inline_L368,arrow_function,368,376,9,4,0,1,O(n) (estimated),O(1) (estimated),low,6.9,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,[id],apps/mobile/app/(books)/book/[id].tsx,inline_L372,arrow_function,372,372,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,[id],apps/mobile/app/(books)/book/[id].tsx,inline_L380,arrow_function,380,380,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
apps/mobile,MyLife Hub Mobile,file,[id],apps/mobile/app/(books)/book/[id].tsx,inline_L381,arrow_function,381,381,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
